sentence_id;sentence;dataset
29;As to speech sample reconstruction, a deep sample learning algorithm is designed in this paper based on iterative mean clustering to conduct samples transformation, so as to obtain new high-level deep samples.;arxiv
30;Finally, the bagging ensemble learning mode is adopted to fuse the deep feature learning algorithm and the deep samples learning algorithm together, thereby constructing a deep double-side learning ensemble model.;arxiv
31;At the end of this paper, two representative speech datasets of Parkinson's disease were used for verification.;arxiv
32;The experimental results show that the proposed algorithm are effective.;arxiv
33;We investigate the problems of identity and closeness testing over a discrete population from random samples.;arxiv
34;Our goal is to develop efficient testers while guaranteeing Differential Privacy to the individuals of the population.;arxiv
35;We describe an approach that yields sample-efficient differentially private testers for these problems.;arxiv
36;Our theoretical results show that there exist private identity and closeness testers that are nearly as sample-efficient as their non-private counterparts.;arxiv
37;We perform an experimental evaluation of our algorithms on synthetic data.;arxiv
38;Our experiments illustrate that our private testers achieve small type I and type II errors with sample size sublinear in the domain size of the underlying distributions.;arxiv
39;Smart cities around the world have begun monitoring parking areas in order to estimate available parking spots and help drivers looking for parking.;arxiv
40;However, existing approaches are limited by the high cost of sensors that need to be installed throughout the city in order to achieve an accurate estimation.;arxiv
41;This work investigates the extension of estimating parking information from areas equipped with sensors to areas where they are missing.;arxiv
42;Using the derived similarity values, we analyze the adaptation of occupancy rates from monitored- to unmonitored parking areas.;arxiv
43;The ability to measure similarity between documents enables intelligent summarization and analysis of large corpora.;arxiv
44;Past distances between documents suffer from either an inability to incorporate semantic similarities between words or from scalability issues.;arxiv
45;As an alternative, we introduce hierarchical optimal transport as a meta-distance between documents, where documents are modeled as distributions over topics, which themselves are modeled as distributions over words.;arxiv
46;We then solve an optimal transport problem on the smaller topic space to compute a similarity score.;arxiv
47;We give conditions on the topics under which this construction defines a distance, and we relate it to the word mover's distance.;arxiv
48;We evaluate our technique for k-NN classification and show better interpretability and scalability with comparable performance to current methods at a fraction of the cost.;arxiv
49;Speaker diarization, which is to find the speech segments of specific speakers, has been widely used in human-centered applications such as video conferences or human-computer interaction systems.;arxiv
50;In this paper, we propose a self-supervised audio-video synchronization learning method to address the problem of speaker diarization without massive labeling effort.;arxiv
51;We improve the previous approaches by introducing two new loss functions: the dynamic triplet loss and the multinomial loss.;arxiv
52;We test them on a real-world human-computer interaction system and the results show our best model yields a remarkable gain of +8%F1-scoresas well as diarization error rate reduction.;arxiv
53;Finally, we introduce a new large scale audio-video corpus designed to fill the vacancy of audio-video datasets in Chinese.;arxiv
54;Software engineering of network-centric Artificial Intelligence (AI) and Internet of Things (IoT) enabled Cyber-Physical Systems (CPS) and services, involves complex design and validation challenges.;arxiv
55;In this paper, we propose a novel approach, based on the model-driven software engineering paradigm, in particular the domain-specific modeling methodology.;arxiv
56;We focus on a sub-discipline of AI, namely Machine Learning (ML) and propose the delegation of data analytics and ML to the IoT edge.;arxiv
57;This way, we may increase the service quality of ML, for example, its availability and performance, regardless of the network conditions, as well as maintaining the privacy, security and sustainability.;arxiv
58;We let practitioners assign ML tasks to heterogeneous edge devices, including highly resource-constrained embedded microcontrollers with main memories in the order of Kilobytes, and energy consumption in the order of milliwatts.;arxiv
59;Furthermore, we show how software models with different levels of abstraction, namely platform-independent and platform-specific models can be used in the software development process.;arxiv
60;Finally, we validate the proposed approach using a case study addressing the predictive maintenance of a hydraulics system with various networked sensors and actuators.;arxiv
61;Despite considerable progress in maternal healthcare, maternal and perinatal deaths remain high in low-to-middle income countries.;arxiv
62;Fetal ultrasound is an important component of antenatal care, but shortage of adequately trained healthcare workers has limited its adoption.;arxiv
63;"We developed and validated an artificial intelligence (AI) system that uses novice-acquired ""blind sweep"" ultrasound videos to estimate gestational age (GA) and fetal malpresentation.";arxiv
64;We further addressed obstacles that may be encountered in low-resourced settings.;arxiv
65;Using a simplified sweep protocol with real-time AI feedback on sweep quality, we have demonstrated the generalization of model performance to minimally trained novice ultrasound operators using low cost ultrasound devices with on-device AI integration.;arxiv
66;The GA model was non-inferior to standard fetal biometry estimates with as few as two sweeps, and the fetal malpresentation model had high AUC-ROCs across operators and devices.;arxiv
67;Our AI models have the potential to assist in upleveling the capabilities of lightly trained ultrasound operators in low resource settings.;arxiv
68;In this paper, we present the case for a declarative foundation for data-intensive machine learning systems.;arxiv
69;Instead of creating a new system for each specific flavor of machine learning task, or hardcoding new optimizations, we argue for the use of recursive queries to program a variety of machine learning systems.;arxiv
70;By taking this approach, database query optimization techniques can be utilized to identify effective execution plans, and the resulting runtime plans can be executed on a single unified data-parallel query processing engine.;arxiv
71;As a proof of concept, we consider two programming models--Pregel and Iterative Map-Reduce-Update---from the machine learning domain, and show how they can be captured in Datalog, tuned for a specific task, and then compiled into an optimized physical plan.;arxiv
72;Experiments performed on a large computing cluster with real data demonstrate that this declarative approach can provide very good performance while offering both increased generality and programming ease.;arxiv
73;Data poisoning attacks aim to manipulate the model produced by a learning algorithm by adversarially modifying the training set.;arxiv
74;We consider differential privacy as a defensive measure against this type of attack.;arxiv
75;We show that such learners are resistant to data poisoning attacks when the adversary is only able to poison a small number of items.;arxiv
76;However, this protection degrades as the adversary poisons more data.;arxiv
77;To illustrate, we design attack algorithms targeting objective and output perturbation learners, two standard approaches to differentially-private machine learning.;arxiv
78;Experiments show that our methods are effective when the attacker is allowed to poison sufficiently many training items.;arxiv
79;Given a sample from a probability measure with support on a submanifold in Euclidean space one can construct a neighborhood graph which can be seen as an approximation of the submanifold.;arxiv
80;The graph Laplacian of such a graph is used in several machine learning methods like semi-supervised learning, dimensionality reduction and clustering.;arxiv
81;In this paper we determine the pointwise limit of three different graph Laplacians used in the literature as the sample size increases and the neighborhood size approaches zero.;arxiv
82;We show that for a uniform measure on the submanifold all graph Laplacians have the same limit up to constants.;arxiv
83;However in the case of a non-uniform measure on the submanifold only the so called random walk graph Laplacian converges to the weighted Laplace-Beltrami operator.;arxiv
84;We introduce two-scale loss functions for use in various gradient descent algorithms applied to classification problems via deep neural networks.;arxiv
85;This new method is generic in the sense that it can be applied to a wide range of machine learning architectures, from deep neural networks to support vector machines for example.;arxiv
86;These two-scale loss functions allow to focus the training onto objects in the training set which are not well classified.;arxiv
87;This leads to an increase in several measures of performance for appropriately-defined two-scale loss functions with respect to the more classical cross-entropy when tested on traditional deep neural networks on the MNIST, CIFAR10, and CIFAR100 data-sets.;arxiv
88;We revisit lower bounds on the regret in the case of multi-armed bandit problems.;arxiv
89;We obtain non-asymptotic, distribution-dependent bounds and provide straightforward proofs based only on well-known properties of Kullback-Leibler divergences.;arxiv
90;These bounds show in particular that in an initial phase the regret grows almost linearly, and that the well-known logarithmic growth of the regret only holds in a final phase.;arxiv
91;The proof techniques come to the essence of the information-theoretic arguments used and they are deprived of all unnecessary complications.;arxiv
92;Reparameterization of variational auto-encoders with continuous random variables is an effective method for reducing the variance of their gradient estimates.;arxiv
93;In the discrete case, one can perform reparametrization using the Gumbel-Max trick, but the resulting objective relies on an $\arg \max$ operation and is non-differentiable.;arxiv
94;In contrast to previous works which resort to softmax-based relaxations, we propose to optimize it directly by applying the direct loss minimization approach.;arxiv
95;Our proposal extends naturally to structured discrete latent variable models when evaluating the $\arg \max$ operation is tractable.;arxiv
96;We demonstrate empirically the effectiveness of the direct loss minimization technique in variational autoencoders with both unstructured and structured discrete latent variables.;arxiv
97;This paper reviews a wide selection of machine learning models built to predict both the presence of diabetes and the presence of undiagnosed diabetes using eight years of National Health and Nutrition Examination Survey (NHANES) data.;arxiv
98;Models are tuned and compared via their Brier Scores.;arxiv
99;The most relevant variables of the best performing models are then compared.;arxiv
100;A Support Vector Machine with a linear kernel performed best for predicting diabetes, returning a Brier score of 0.0654 and an AUROC of 0.9235 on the test set.;arxiv
101;An elastic net regression performed best for predicting undiagnosed diabetes with a Brier score of 0.0294 and an AUROC of 0.9439 on the test set.;arxiv
102;Similar features appear prominently in the models for both sets of models.;arxiv
103;Blood osmolality, family history, the prevalance of various compounds, and hypertension are key indicators for all diabetes risk.;arxiv
104;For undiagnosed diabetes in particular, there are ethnicity or genetic components which arise as strong correlates as well.;arxiv
105;Federated learning (FL) is an outstanding distributed machine learning framework due to its benefits on data privacy and communication efficiency.;arxiv
106;Since full client participation in many cases is infeasible due to constrained resources, partial participation FL algorithms have been investigated that proactively select/sample a subset of clients, aiming to achieve learning performance close to the full participation case.;arxiv
107;This paper studies a passive partial client participation scenario that is much less well understood, where partial participation is a result of external events, namely client dropout, rather than a decision of the FL algorithm.;arxiv
108;We cast FL with client dropout as a special case of a larger class of FL problems where clients can submit substitute (possibly inaccurate) local model updates.;arxiv
109;A complexity reduction mechanism is also incorporated into FL-FDMS, making it both theoretically sound and practically useful.;arxiv
110;Experiments on MNIST and CIFAR-10 confirmed the superior performance of FL-FDMS in handling client dropout in FL.;arxiv
111;Given the rapid rise in energy demand by data centers and computing systems in general, it is fundamental to incorporate energy considerations when designing (scheduling) algorithms.;arxiv
112;Machine learning can be a useful approach in practice by predicting the future load of the system based on, for example, historical data.;arxiv
113;However, the effectiveness of such an approach highly depends on the quality of the predictions and can be quite far from optimal when predictions are sub-par.;arxiv
114;On the other hand, while providing a worst-case guarantee, classical online algorithms can be pessimistic for large classes of inputs arising in practice.;arxiv
115;Recent work explored the potential of large-scale Transformer-based pre-trained models, especially Pre-trained Language Models (PLMs) in natural language processing.;arxiv
116;This raises many concerns from various perspectives, e.g., financial costs and carbon emissions.;arxiv
117;Compressing PLMs like BERT with negligible performance loss for faster inference and cheaper deployment has attracted much attention.;arxiv
118;In this work, we aim to explore larger compression ratios for PLMs, among which tensor decomposition is a potential but under-investigated one.;arxiv
119;Two decomposition and reconstruction protocols are further proposed to improve the effectiveness and efficiency during compression.;arxiv
120;Our compressed BERT with ${1}/{7}$ parameters in Transformer layers performs on-par with, sometimes slightly better than the original BERT in GLUE benchmark.;arxiv
121;To show that the proposed method is orthogonal to existing compression methods like knowledge distillation, we also explore the benefit of the proposed method on a distilled BERT.;arxiv
122;Matrix rank minimizing subject to affine constraints arises in many application areas, ranging from signal processing to machine learning.;arxiv
123;Nuclear norm is a convex relaxation for this problem which can recover the rank exactly under some restricted and theoretically interesting conditions.;arxiv
124;However, for many real-world applications, nuclear norm approximation to the rank function can only produce a result far from the optimum.;arxiv
125;To seek a solution of higher accuracy than the nuclear norm, in this paper, we propose a rank approximation based on Logarithm-Determinant.;arxiv
126;We consider using this rank approximation for subspace clustering application.;arxiv
127;Our framework can model different kinds of errors and noise.;arxiv
128;Effective optimization strategy is developed with theoretical guarantee to converge to a stationary point.;arxiv
129;The proposed method gives promising results on face clustering and motion segmentation tasks compared to the state-of-the-art subspace clustering algorithms.;arxiv
130;We propose two general and falsifiable hypotheses about expectations on generalization error when learning in the context of concept drift.;arxiv
131;One posits that as drift rate increases, the forgetting rate that minimizes generalization error will also increase and vice versa.;arxiv
132;The other posits that as a learner's forgetting rate increases, the bias/variance profile that minimizes generalization error will have lower variance and vice versa.;arxiv
133;These hypotheses lead to the concept of the sweet path, a path through the 3-d space of alternative drift rates, forgetting rates and bias/variance profiles on which generalization error will be minimized, such that slow drift is coupled with low forgetting and low bias, while rapid drift is coupled with fast forgetting and low variance.;arxiv
134;We present experiments that support the existence of such a sweet path.;arxiv
135;We also demonstrate that simple learners that select appropriate forgetting rates and bias/variance profiles are highly competitive with the state-of-the-art in incremental learners for concept drift on real-world drift problems.;arxiv
136;We introduce Coarse-Grained Nonlinear Dynamics, an efficient and universal parameterization of nonlinear system dynamics based on the Volterra series expansion.;arxiv
137;Our efficient parameterization of nonlinear dynamics can be used for regularization, leading to Coarse-Grained Nonlinear System Identification, a technique which requires very little experimental data to identify accurate nonlinear dynamic models.;arxiv
138;We demonstrate the properties of this approach on a simple synthetic problem.;arxiv
139;We also demonstrate this approach experimentally, showing that it identifies an accurate model of the nonlinear voltage to luminosity dynamics of a tungsten filament with less than a second of experimental data.;arxiv
140;However, the improved robustness does not come for free but rather is accompanied by a decrease in overall model accuracy and performance.;arxiv
141;Recent work has shown that, in practical robot learning applications, the effects of adversarial training do not pose a fair trade-off but inflict a net loss when measured in holistic robot performance.;arxiv
142;This work revisits the robustness-accuracy trade-off in robot learning by systematically analyzing if recent advances in robust training methods and theory in conjunction with adversarial robot learning can make adversarial training suitable for real-world robot applications.;arxiv
143;We evaluate a wide variety of robot learning tasks ranging from autonomous driving in a high-fidelity environment amenable to sim-to-real deployment, to mobile robot gesture recognition.;arxiv
144;Our results demonstrate that, while these techniques make incremental improvements on the trade-off on a relative scale, the negative side-effects caused by adversarial training still outweigh the improvements by an order of magnitude.;arxiv
145;We conclude that more substantial advances in robust learning methods are necessary before they can benefit robot learning tasks in practice.;arxiv
146;Adversarial learning has emerged as one of the successful techniques to circumvent the susceptibility of existing methods against adversarial perturbations.;arxiv
147;However, the majority of existing defense methods are tailored to defend against a single category of adversarial perturbation (e.g. $\ell_\infty$-attack).;arxiv
148;In safety-critical applications, this makes these methods extraneous as the attacker can adopt diverse adversaries to deceive the system.;arxiv
149;Moreover, training on multiple perturbations simultaneously significantly increases the computational overhead during training.;arxiv
150;To address these challenges, we propose a novel meta-learning framework that explicitly learns to generate noise to improve the model's robustness against multiple types of attacks.;arxiv
151;Its key component is Meta Noise Generator (MNG) that outputs optimal noise to stochastically perturb a given sample, such that it helps lower the error on diverse adversarial perturbations.;arxiv
152;By utilizing samples generated by MNG, we train a model by enforcing the label consistency across multiple perturbations.;arxiv
153;We validate the robustness of models trained by our scheme on various datasets and against a wide variety of perturbations, demonstrating that it significantly outperforms the baselines across multiple perturbations with a marginal computational cost.;arxiv
154;Increasing the explainability of deep neural networks (DNNs) requires evaluating whether they implement symbolic computation.;arxiv
155;One central symbolic capacity is variable binding: linking an input value to an abstract variable held in system-internal memory.;arxiv
156;Prior work on the computational abilities of DNNs has not resolved the question of whether their internal processes involve variable binding.;arxiv
157;We argue that the reason for this is fundamental, inherent in the way experiments in prior work were designed.;arxiv
158;We provide the first systematic evaluation of the variable binding capacities of the state-of-the-art Transformer networks BERT and RoBERTa.;arxiv
159;Our experiments are designed such that the model must generalize a rule across disjoint subsets of the input vocabulary, and cannot rely on associative pattern matching alone.;arxiv
160;"These findings indicate that the effectiveness of Transformers in sequence modelling may lie in their extensive use of the input itself as an external ""memory"" rather than network-internal symbolic operations involving variable binding.";arxiv
161;Therefore, we propose a novel direction for future work: augmenting the inputs available to circumvent the lack of network-internal variable binding.;arxiv
162;Visual Question Answering (VQA) is of tremendous interest to the research community with important applications such as aiding visually impaired users and image-based search.;arxiv
163;In this work, we explore the use of scene graphs for solving the VQA task.;arxiv
164;We conduct experiments on the GQA dataset which presents a challenging set of questions requiring counting, compositionality and advanced reasoning capability, and provides scene graphs for a large number of images.;arxiv
165;We adopt image + question architectures for use with scene graphs, evaluate various scene graph generation techniques for unseen images, propose a training curriculum to leverage human-annotated and auto-generated scene graphs, and build late fusion architectures to learn from multiple image representations.;arxiv
166;We present a multi-faceted study into the use of scene graphs for VQA, making this work the first of its kind.;arxiv
167;The ubiquitous deployment of monitoring devices in urban flow monitoring systems induces a significant cost for maintenance and operation.;arxiv
168;A technique is required to reduce the number of deployed devices, while preventing the degeneration of data accuracy and granularity.;arxiv
169;In this paper, we present an approach for inferring the real-time and fine-grained crowd flows throughout a city based on coarse-grained observations.;arxiv
170;This task exhibits two challenges: the spatial correlations between coarse- and fine-grained urban flows, and the complexities of external impacts.;arxiv
171;This structure provides outstanding effectiveness and efficiency for small scale upsampling.;arxiv
172;However, the single-pass upsampling used by UrbanFM is insufficient at higher upscaling rates.;arxiv
173;Therefore, we further present UrbanPy, a cascading model for progressive inference of fine-grained urban flows by decomposing the original tasks into multiple subtasks.;arxiv
174;Compared to UrbanFM, such an enhanced structure demonstrates favorable performance for larger-scale inference tasks.;arxiv
175;Eligibility traces in reinforcement learning are used as a bias-variance trade-off and can often speed up training time by propagating knowledge back over time-steps in a single update.;arxiv
176;We investigate the use of eligibility traces in combination with recurrent networks in the Atari domain.;arxiv
177;We illustrate the benefits of both recurrent nets and eligibility traces in some Atari games, and highlight also the importance of the optimization used in the training.;arxiv
178;Language Identification (LI) is an important first step in several speech processing systems.;arxiv
179;With a growing number of voice-based assistants, speech LI has emerged as a widely researched field.;arxiv
180;To approach the problem of identifying languages, we can either adopt an implicit approach where only the speech for a language is present or an explicit one where text is available with its corresponding transcript.;arxiv
181;This paper focuses on an implicit approach due to the absence of transcriptive data.;arxiv
182;This paper benchmarks existing models and proposes a new attention based model for language identification which uses log-Mel spectrogram images as input.;arxiv
183;We also present the effectiveness of raw waveforms as features to neural network models for LI tasks.;arxiv
184;For training and evaluation of models, we classified six languages (English, French, German, Spanish, Russian and Italian) with an accuracy of 95.4% and four languages (English, French, German, Spanish) with an accuracy of 96.3% obtained from the VoxForge dataset.;arxiv
185;This approach can further be scaled to incorporate more languages.;arxiv
186;In this paper we develop methods to solve two problems related to time series (TS) analysis using quantum computing: reconstruction and classification.;arxiv
187;We formulate the task of reconstructing a given TS from a training set of data as an unconstrained binary optimization (QUBO) problem, which can be solved by both quantum annealers and gate-model quantum processors.;arxiv
188;We accomplish this by discretizing the TS and converting the reconstruction to a set cover problem, allowing us to perform a one-versus-all method of reconstruction.;arxiv
189;Using the solution to the reconstruction problem, we show how to extend this method to perform semi-supervised classification of TS data.;arxiv
190;We present results indicating our method is competitive with current semi- and unsupervised classification techniques, but using less data than classical techniques.;arxiv
191;We consider the problem of joint source and channel coding of structured data such as natural language over a noisy channel.;arxiv
192;The typical approach to this problem in both theory and practice involves performing source coding to first compress the text and then channel coding to add robustness for the transmission across the channel.;arxiv
193;This approach is optimal in terms of minimizing end-to-end distortion with arbitrarily large block lengths of both the source and channel codes when transmission is over discrete memoryless channels.;arxiv
194;However, the optimality of this approach is no longer ensured for documents of finite length and limitations on the length of the encoding.;arxiv
195;We will show in this scenario that we can achieve lower word error rates by developing a deep learning based encoder and decoder.;arxiv
196;While the approach of separate source and channel coding would minimize bit error rates, our approach preserves semantic information of sentences by first embedding sentences in a semantic space where sentences closer in meaning are located closer together, and then performing joint source and channel coding on these embeddings.;arxiv
197;I train models for the task of neural machine translation for English-Hungarian and Hungarian-English, using the Hunglish2 corpus.;arxiv
198;The main contribution of this work is evaluating different data augmentation methods during the training of NMT models.;arxiv
199;I propose 5 different augmentation methods that are structure-aware, meaning that instead of randomly selecting words for blanking or replacement, the dependency tree of sentences is used as a basis for augmentation.;arxiv
200;I start my thesis with a detailed literature review on neural networks, sequential modeling, neural machine translation, dependency parsing and data augmentation.;arxiv
201;After a detailed exploratory data analysis and preprocessing of the Hunglish2 corpus, I perform experiments with the proposed data augmentation techniques.;arxiv
202;The best model for Hungarian-English achieves a BLEU score of 33.9, while the best model for English-Hungarian achieves a BLEU score of 28.6.;arxiv
203;Integer quantization of neural networks can be defined as the approximation of the high precision computation of the canonical neural network formulation, using reduced integer precision.;arxiv
204;It plays a significant role in the efficient deployment and execution of machine learning (ML) systems, reducing memory consumption and leveraging typically faster computations.;arxiv
205;In this work, we present an integer-only quantization strategy for Long Short-Term Memory (LSTM) neural network topologies, which themselves are the foundation of many production ML systems.;arxiv
206;Our quantization strategy is accurate (e.g. works well with quantization post-training), efficient and fast to execute (utilizing 8 bit integer weights and mostly 8 bit activations), and is able to target a variety of hardware (by leveraging instructions sets available in common CPU architectures, as well as available neural accelerators).;arxiv
207;Automated design synthesis has the potential to revolutionize the modern engineering design process and improve access to highly optimized and customized products across countless industries.;arxiv
208;Successfully adapting generative Machine Learning to design engineering may enable such automated design synthesis and is a research subject of great importance.;arxiv
209;We present a review and analysis of Deep Generative Machine Learning models in engineering design.;arxiv
210;Deep Generative Models (DGMs) typically leverage deep networks to learn from an input dataset and synthesize new designs.;arxiv
211;Recently, DGMs such as feedforward Neural Networks (NNs), Generative Adversarial Networks (GANs), Variational Autoencoders (VAEs), and certain Deep Reinforcement Learning (DRL) frameworks have shown promising results in design applications like structural optimization, materials design, and shape synthesis.;arxiv
212;The prevalence of DGMs in engineering design has skyrocketed since 2016.;arxiv
213;Anticipating continued growth, we conduct a review of recent advances to benefit researchers interested in DGMs for design.;arxiv
214;We structure our review as an exposition of the algorithms, datasets, representation methods, and applications commonly used in the current literature.;arxiv
215;In particular, we discuss key works that have introduced new techniques and methods in DGMs, successfully applied DGMs to a design-related domain, or directly supported the development of DGMs through datasets or auxiliary methods.;arxiv
216;We further identify key challenges and limitations currently seen in DGMs across design fields, such as design creativity, handling constraints and objectives, and modeling both form and functional performance simultaneously.;arxiv
217;In our discussion, we identify possible solution pathways as key areas on which to target future work.;arxiv
218;Despite excellent performance on many tasks, NLP systems are easily fooled by small adversarial perturbations of inputs.;arxiv
219;Existing procedures to defend against such perturbations are either (i) heuristic in nature and susceptible to stronger attacks or (ii) provide guaranteed robustness to worst-case attacks, but are incompatible with state-of-the-art models like BERT.;arxiv
220;In this work, we introduce robust encodings (RobEn): a simple framework that confers guaranteed robustness, without making compromises on model architecture.;arxiv
221;The core component of RobEn is an encoding function, which maps sentences to a smaller, discrete space of encodings.;arxiv
222;Systems using these encodings as a bottleneck confer guaranteed robustness with standard training, and the same encodings can be used across multiple tasks.;arxiv
223;We identify two desiderata to construct robust encoding functions: perturbations of a sentence should map to a small set of encodings (stability), and models using encodings should still perform well (fidelity).;arxiv
224;We instantiate RobEn to defend against a large family of adversarial typos.;arxiv
225;Across six tasks from GLUE, our instantiation of RobEn paired with BERT achieves an average robust accuracy of 71.3% against all adversarial typos in the family considered, while previous work using a typo-corrector achieves only 35.3% accuracy against a simple greedy attack.;arxiv
226;The work discussed and presented in this paper focuses on the history matching of reservoirs by integrating 4D seismic data into the inversion process using machine learning techniques.;arxiv
227;A new integrated scheme for the reconstruction of petrophysical properties with a modified Ensemble Smoother with Multiple Data Assimilation (ES-MDA) in a synthetic reservoir is proposed.;arxiv
228;The permeability field inside the reservoir is parametrised with an unsupervised learning approach, namely K-means with Singular Value Decomposition (K-SVD).;arxiv
229;This is combined with the Orthogonal Matching Pursuit (OMP) technique which is very typical for sparsity promoting regularisation schemes.;arxiv
230;Moreover, seismic attributes, in particular, acoustic impedance, are parametrised with the Discrete Cosine Transform (DCT).;arxiv
231;This novel combination of techniques from machine learning, sparsity regularisation, seismic imaging and history matching aims to address the ill-posedness of the inversion of historical production data efficiently using ES-MDA.;arxiv
232;In the numerical experiments provided, I demonstrate that these sparse representations of the petrophysical properties and the seismic attributes enables to obtain better production data matches to the true production data and to quantify the propagating waterfront better compared to more traditional methods that do not use comparable parametrisation techniques.;arxiv
233;Neural Architecture Search (NAS) is an exciting new field which promises to be as much as a game-changer as Convolutional Neural Networks were in 2012.;arxiv
234;Despite many great works leading to substantial improvements on a variety of tasks, comparison between different methods is still very much an open issue.;arxiv
235;While most algorithms are tested on the same datasets, there is no shared experimental protocol followed by all.;arxiv
236;As such, and due to the under-use of ablation studies, there is a lack of clarity regarding why certain methods are more effective than others.;arxiv
237;Our first contribution is a benchmark of $8$ NAS methods on $5$ datasets.;arxiv
238;To overcome the hurdle of comparing methods with different search spaces, we propose using a method's relative improvement over the randomly sampled average architecture, which effectively removes advantages arising from expertly engineered search spaces or training protocols.;arxiv
239;Surprisingly, we find that many NAS techniques struggle to significantly beat the average architecture baseline.;arxiv
240;We perform further experiments with the commonly used DARTS search space in order to understand the contribution of each component in the NAS pipeline.;arxiv
241;To conclude, we suggest best practices, that we hope will prove useful for the community and help mitigate current NAS pitfalls.;arxiv
242;While sample sizes in randomized clinical trials are large enough to estimate the average treatment effect well, they are often insufficient for estimation of treatment-covariate interactions critical to studying data-driven precision medicine.;arxiv
243;Observational data from real world practice may play an important role in alleviating this problem.;arxiv
244;One common approach in trials is to predict the outcome of interest with separate regression models in each treatment arm, and estimate the treatment effect based on the contrast of the predictions.;arxiv
245;Unfortunately, this simple approach may induce spurious treatment-covariate interaction in observational studies when the regression model is misspecified.;arxiv
246;Motivated by the need of modeling the number of relapses in multiple sclerosis patients, where the ratio of relapse rates is a natural choice of the treatment effect, we propose to estimate the conditional average treatment effect (CATE) as the ratio of expected potential outcomes, and derive a doubly robust estimator of this CATE in a semiparametric model of treatment-covariate interactions.;arxiv
247;We also provide a validation procedure to check the quality of the estimator on an independent sample.;arxiv
248;We conduct simulations to demonstrate the finite sample performance of the proposed methods, and illustrate their advantages on real data by examining the treatment effect of dimethyl fumarate compared to teriflunomide in multiple sclerosis patients.;arxiv
249;Code Smell, similar to a bad smell, is a surface indication of something tainted but in terms of software writing practices.;arxiv
